Titulo;Empresa;Formato;Link;Nivel
Estágio em Análise de Dados;Pecege;Presencial;https://vempropecege.gupy.io/job/eyJqb2JJZCI6MTA4OTYxNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ASSISTENTE ADMINISTRATIVO -  ANÁLISE DE DADOS;Unimed Nacional;Híbrido;https://unimednacional.gupy.io/job/eyJqb2JJZCI6MTA4OTcwODMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados (BI);Aliare;Híbrido;https://aliare.gupy.io/job/eyJqb2JJZCI6MTA4NjU3NjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Dados e Insights (Zé Delivery) - SÃO PAULO/SP ;Ambev;Presencial;https://ambev.gupy.io/job/eyJqb2JJZCI6MTA4OTU0MjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior (Híbrido - BH) ;Novas oportunidades na Onfly!;Híbrido;https://onfly.gupy.io/job/eyJqb2JJZCI6MTA4OTUwNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Júnior;Pmweb;Remoto;https://pmweb.gupy.io/job/eyJqb2JJZCI6MTA4MzYxNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Bellinati Perez;Presencial;https://bellinatiperez.gupy.io/job/eyJqb2JJZCI6MTA4OTQyMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ESPECIALISTA DE DADOS;Movida Aluguel de Carros;Presencial;https://movida.gupy.io/job/eyJqb2JJZCI6MTA4NzA2ODcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
 ANALISTA DE DADOS E PROCESSOS PL - AFIRMATIVA PARA PESSOAS NEGRAS;Cogna Educação;Híbrido;https://cogna.gupy.io/job/eyJqb2JJZCI6MTA4ODI5MDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE PERFORMANCE SR (DADOS) | SÃO PAULO/SP;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA4OTAyOTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Atendimento ao Cliente para Coleta de Dados - Flores de Goiás;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4OTEzNDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Analista de Portfólio de Produtos e Manipulação de Dados Júnior;credsystem;Híbrido;https://credsystem.gupy.io/job/eyJqb2JJZCI6MTA4OTExNzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Formosa;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4OTEyMDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
20006-Analista de Dados SR;Hitss Brasil;Híbrido;https://globalhitss.gupy.io/job/eyJqb2JJZCI6MTA1MTQyNzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados e Performance ;Kumon Brasil;Híbrido;https://kumonbrasil.gupy.io/job/eyJqb2JJZCI6MTA4ODk0NzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados ;Benner;Híbrido;https://vemserbenner.gupy.io/job/eyJqb2JJZCI6MTA4NTQxMTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de CRM foco em Dados e IA (Cencosud) - São Paulo/ SP;Cencosud Brasil;Presencial;https://cencosudbrasil.gupy.io/job/eyJqb2JJZCI6MTA4NzY3NDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior  Presencial SP - RHA0558;Spread Tecnologia;Presencial;https://spread.gupy.io/job/eyJqb2JJZCI6MTA4ODY0OTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados Sr;Vibra Energia;Híbrido;https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTA4ODc2NjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DADOS JUNIOR | Urba ;Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6MTA4ODc2ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Atendimento ao Cliente para Coleta de Dados - Catalão;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4ODc0NjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados;ABT Atividades;Híbrido;https://abtatividades.gupy.io/job/eyJqb2JJZCI6MTA4ODY3NDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de SI - Segurança de Dados;Safra;Presencial;https://venhasersafra.gupy.io/job/eyJqb2JJZCI6MTA4ODU3MjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno | Planejamento Logístico ;Dasa;Presencial;https://dasacorp.gupy.io/job/eyJqb2JJZCI6MTA4ODU3NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS E EXCELENCIA OPERACIONAL SR | BELO HORIZONTE/MG;Localiza&Co;Híbrido;https://localiza.gupy.io/job/eyJqb2JJZCI6MTA4NTQ5NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados SR;AXIA Energia;Presencial;https://axiaenergia.gupy.io/job/eyJqb2JJZCI6MTA3NDM3NTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
 Engenheiro de Dados SR;Grupo SysMap;Remoto;https://gruposysmap.gupy.io/job/eyJqb2JJZCI6MTA4ODMwNzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados SR - Belo Horizonte e São Paulo;Pottencial Seguradora;Híbrido;https://pottencial.gupy.io/job/eyJqb2JJZCI6MTA4ODIzNzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS JUNIOR;Alloha Fibra;Presencial;https://allohafibra.gupy.io/job/eyJqb2JJZCI6MTA4MTY2NTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Analista Sênior de Pricing | Análise de Dados;Rede Américas;Presencial;https://redeamericas.gupy.io/job/eyJqb2JJZCI6MTA4NDAzMjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados - PL ;Auto Avaliar;Remoto;https://autoavaliar.gupy.io/job/eyJqb2JJZCI6MTA3MDI0MDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Programa de Estágio | Trilha de Dados e IA;Grupo Panvel | Programa de Estágio Corporativo 2026 ;Presencial;https://estagiogrupopanvel.gupy.io/job/eyJqb2JJZCI6MTA4NTQ2OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CIENTISTA DE DADOS JÚNIOR;Oportunidades;Remoto;https://bancorbras.gupy.io/job/eyJqb2JJZCI6MTA4ODAxNzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio de Dados/IA;Programa de Estágio MRV&CO;Presencial;https://programadeestagiomrveco.gupy.io/job/eyJqb2JJZCI6MTA4NzkzNzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior  [Setor Financeiro] ;Leega Consultoria;Híbrido;https://leega.gupy.io/job/eyJqb2JJZCI6MTA4NzgwNzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados - Big Data Pleno;Segware;Remoto;https://segware.gupy.io/job/eyJqb2JJZCI6MTA4NzcxMDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados Pl;Vibra Energia;Híbrido;https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTA4Nzg1NDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ADMINISTRADOR DE DADOS PL;Globalweb;Híbrido;https://sejaglobalweb.gupy.io/job/eyJqb2JJZCI6MTA4NTk0NjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados;Brasil TecPar;Híbrido;https://vagasbrasiltecpar.gupy.io/job/eyJqb2JJZCI6MTA4MzY4MDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estagiário de Dados - CB Lab ;Coco Bambu;Presencial;https://cocobambu.gupy.io/job/eyJqb2JJZCI6MTA4NzM3NDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em Contabilidade: Dados e Inteligência Artificial;Instituto Infnet - Venha ser estagiário ou trainee!;Remoto;https://estagio-e-trainee-infnet.gupy.io/job/eyJqb2JJZCI6MTA4NzA5MTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados ;Tax.Co;Presencial;https://taxco.gupy.io/job/eyJqb2JJZCI6MTA4NzUwMzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira de Dados Pleno - Plataforma de Dados e IA;Globo;Híbrido;https://globo.gupy.io/job/eyJqb2JJZCI6MTA4NzQ4MjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados;Atlético Mineiro;Presencial;https://galo.gupy.io/job/eyJqb2JJZCI6MTA4NzI4OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Consultor(a) de dados;Centro de Excelência Votorantim;Híbrido;https://votorantimcoe.gupy.io/job/eyJqb2JJZCI6MTA4NDcxMjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
CAS | Pessoa Engenheira de dados SR;Sicredi;Remoto;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA4MjkwMjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Pessoa Engenheira de Machine Learning Pleno - Soluções de Dados em Publicidade;Globo;Híbrido;https://globo.gupy.io/job/eyJqb2JJZCI6MTA4NzIzMjEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA ADMINISTRATIVO PL - DADOS;Página de Carreira;Presencial;https://hapvidandi.gupy.io/job/eyJqb2JJZCI6MTA2NzQxMTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados ;Beep Saúde ;Remoto;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTA4NzE5ODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estágio em TI – Dados e Power BI;Engeform;Presencial;https://engeform.gupy.io/job/eyJqb2JJZCI6MTA4NjkwNDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior | Performace Comercial ;Faça parte do time Mercantil;Híbrido;https://mercantil.gupy.io/job/eyJqb2JJZCI6MTA4NzEyNDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Sênior;Tania Bulhões;Híbrido;https://tania-bulhoes.gupy.io/job/eyJqb2JJZCI6MTA4NjkwNDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
GERENTE DE DADOS;Movida Aluguel de Carros;Presencial;https://movida.gupy.io/job/eyJqb2JJZCI6MTA4NjM3NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Controladoria Júnior (foco em dados);Cury Construtora;Presencial;https://cury.gupy.io/job/eyJqb2JJZCI6MTA4NDYyNzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados e Performance SR;GRUPO AMPER ELINSA;Presencial;https://grupoamperelinsa.gupy.io/job/eyJqb2JJZCI6MTA4Njk3MjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro(a) de Dados Sênior - Dados e Integrações (GCP);Ouribank;Híbrido;https://ouribank.gupy.io/job/eyJqb2JJZCI6MTA4Njk3MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
GRUPO HDI | ANALISTA DE DADOS E NPS III;Grupo HDI;Híbrido;https://grupohdi.gupy.io/job/eyJqb2JJZCI6MTA3NTY2NDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno - Foco em CRM - Híbrido CAMPO BOM/RS;Deliver IT;Híbrido;https://deliverit.gupy.io/job/eyJqb2JJZCI6MTA4NjgyNTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
INBRASP BOTUCATU - Analista de Dados Pl;Grupo Caio;Presencial;https://grupocaio.gupy.io/job/eyJqb2JJZCI6MTA4Njc2NjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados (Medicina Ocupacional);Cinpal;Presencial;https://cinpal.gupy.io/job/eyJqb2JJZCI6MTA3OTQxOTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de BI/Dados – Sede/Canarana - MT - Sicredi Araxingu  ;Sicredi;Presencial;https://sicredi.gupy.io/job/eyJqb2JJZCI6MTA4NjcyODcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Desenvolvedor(a) Sênior em Dados, Analytics, Machine Learning & IA;NIO;Híbrido;https://nio.gupy.io/job/eyJqb2JJZCI6MTA3MzY4MDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro Especialista de Martech e Dados;NIO;Híbrido;https://nio.gupy.io/job/eyJqb2JJZCI6MTA3MzY3NTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados - Pleno/Sênior ;VENHA SER #SANGUELARANJA 🧡🚀;Remoto;https://fcamara.gupy.io/job/eyJqb2JJZCI6MTA4NjIyODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Atendimento ao Cliente para Coleta de Dados - Caçu;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjYzMTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Garavelo;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjYxNTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Edéia /Goiás;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjYwNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Portal Shopping Capuava;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjU5OTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Uruaçu;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjU5NjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - Indiara;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjU5NDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Atendimento ao Cliente para Coleta de Dados - São João D'Aliança;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjU5MTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira de Dados Sênior | Cloud Engineer;BIP Brasil;Remoto;https://vemprabip.gupy.io/job/eyJqb2JJZCI6MTA4NTg5NTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS PL;Inpasa Brasil;Presencial;https://inpasabrasil.gupy.io/job/eyJqb2JJZCI6MTA4NjU2MjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS SR;Inpasa Brasil;Presencial;https://inpasabrasil.gupy.io/job/eyJqb2JJZCI6MTA4NjU1OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Atendimento ao Cliente para Coleta de Dados - Cocalzinho de Goiás;Montreal | Tecnologia e Inovação;Presencial;https://montreal.gupy.io/job/eyJqb2JJZCI6MTA4NjU1NjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de dados de Infraestrutura | Timbó;Unifique Telecomunicações;Presencial;https://vemserunifique.gupy.io/job/eyJqb2JJZCI6MTA2MTg3MDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
PROFESSOR AUXILIAR I – CURSO -BANCO DE DADOS E GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - CENTRO UNIVERSITÁRIO ESTÁCIO DE VITÓRIA;Estácio;Presencial;https://vempraestacio.gupy.io/job/eyJqb2JJZCI6MTA4NDcyMTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista em Arquitetura de Dados;Riachuelo ;Híbrido;https://riachuelo.gupy.io/job/eyJqb2JJZCI6MTA4NTk1MTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Remuneração e Dados Sênior;Motriz;Remoto;https://motriz.gupy.io/job/eyJqb2JJZCI6MTA4NTg0OTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DADOS SENIOR | SÃO PAULO;Unidas;Presencial;https://unidas.gupy.io/job/eyJqb2JJZCI6MTA4NTc4ODQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Coordenador(a) Dados Mestre;Carreiras Ypê;Híbrido;https://carreirasype.gupy.io/job/eyJqb2JJZCI6MTA3NDAyNzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Assistente Recepção de Dados ;Close-up International;Híbrido;https://close-up-international.gupy.io/job/eyJqb2JJZCI6MTA4NTczMjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira de Dados Sr. (Foco em IA Generativa)- 3327;Softplan;Remoto;https://softplan.gupy.io/job/eyJqb2JJZCI6MTA3MjMzMjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Head Engenharia de Dados e Martech;ClickBus;Híbrido;https://clickbus.gupy.io/job/eyJqb2JJZCI6MTA4MzYxMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
 Analista de Dados Pleno;Minsait an Indra Company;Híbrido;https://minsait.gupy.io/job/eyJqb2JJZCI6MTA4MzY0ODcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro(a) de Dados II;Vidalink - Seu Plano de Bem-Estar	;Híbrido;https://vidalink.gupy.io/job/eyJqb2JJZCI6MTA4MTMyNzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro(a) de Dados (Sênior/Especialista);TRADERS ;Remoto;https://traders.gupy.io/job/eyJqb2JJZCI6MTA4NTQ4NzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados - Guaramirim/SC;Crevisc;Presencial;https://crevisc.gupy.io/job/eyJqb2JJZCI6MTA3OTc5MjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior;Stefanini Group;Remoto;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA4NTQ1OTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista em Ciência de Dados ;Riachuelo ;Híbrido;https://riachuelo.gupy.io/job/eyJqb2JJZCI6MTA4NTIxOTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Grupo Growth 7;Presencial;https://growth7.gupy.io/job/eyJqb2JJZCI6MTA4NTAzMDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Sênior - Área Consórcio;Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA3OTY4MjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
 Analista de Dados Pleno – Analytics e Operações – Vaga Exclusiva para Pessoas com Deficiência ;Itaú Unibanco;Híbrido;https://vemproitau.gupy.io/job/eyJqb2JJZCI6MTA3NzE1MjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Bling | Especialista de Operações Comerciais | Dados e Automações | Remoto;LWSA;Remoto;https://lwsa.gupy.io/job/eyJqb2JJZCI6MTA3OTk5OTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Banco de Dados (DBA);Celk Sistemas;Remoto;https://celksistemas.gupy.io/job/eyJqb2JJZCI6MTA4NDg0NzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Analista de Dados Sênior;WPP Media Services;Híbrido;https://wms.gupy.io/job/eyJqb2JJZCI6MTA4MDExMTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Governança de Dados Sênior;Afya ;Híbrido;https://afya.gupy.io/job/eyJqb2JJZCI6MTA4NDQ3MDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados (MIS);GIF International;Híbrido;https://gifinternational.gupy.io/job/eyJqb2JJZCI6MTA4NDc4MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior | Marketing ;Suhai Seguradora;Híbrido;https://suhaiseguradora.gupy.io/job/eyJqb2JJZCI6MTA3MTE5ODgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS PLENO;Dotz;Híbrido;https://dotz.gupy.io/job/eyJqb2JJZCI6MTA4MjczMDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Pleno (Reports);Venha construir o futuro com a gente!;Presencial;https://vagas-mrveco.gupy.io/job/eyJqb2JJZCI6MTA3NDM1MzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Consultor(a) Sênior de Governança de Dados;Stefanini Group;Remoto;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA4NDM5MzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista em Arquitetura de Tecnologia | Arquitetura de Tecnologia, Dados e IA ;Globo;Híbrido;https://globo.gupy.io/job/eyJqb2JJZCI6MTA4NDUwMDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Arquiteta de Tecnologia Sênior | Arquitetura de Tecnologia, Dados e IA;Globo;Híbrido;https://globo.gupy.io/job/eyJqb2JJZCI6MTA4NDQ2NTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS SR;JSL;Presencial;https://jsl.gupy.io/job/eyJqb2JJZCI6MTA3ODU1MTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados SR;VENHA SER #SANGUELARANJA 🧡🚀;Remoto;https://fcamara.gupy.io/job/eyJqb2JJZCI6MTA4MzU2NzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Especialista Sênior em Growth & Dados ;Gerando Falcões;Presencial;https://falcoesetalentos.gupy.io/job/eyJqb2JJZCI6MTA4NDMzNTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados;Attus Procuradoria Digital;Remoto;https://attus.gupy.io/job/eyJqb2JJZCI6MTA4MzU4NjIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
