Titulo;Empresa;Formato;Link;Nivel
Analista de Dados Pleno;C&A Brasil;Híbrido;https://cea.gupy.io/job/eyJqb2JJZCI6MTA3ODM5MjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
APRENDIZ - BANCO DE DADOS E CAPACIDADE;Tecban;Híbrido;https://tecban.gupy.io/job/eyJqb2JJZCI6MTA0Nzk2MTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Repórter - Núcleo de Dados;GRUPO ND;Presencial;https://talentosnd.gupy.io/job/eyJqb2JJZCI6MTA3ODIzMDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista em Arquitetura de Dados;Beep Saúde ;Presencial;https://beepsaude.gupy.io/job/eyJqb2JJZCI6MTA3NzgyNzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista Sênior de Tesouraria | Dados;Caju;Remoto;https://caju.gupy.io/job/eyJqb2JJZCI6MTA3NDYzMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados;Instituto de Pesquisas ELDORADO;Híbrido;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MDA2MDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Product Owner - Dados;Fundação José Silveira;Híbrido;https://fundacaojosesilveira.gupy.io/job/eyJqb2JJZCI6MTA3MTMzODIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados & Agentes IA;Instituto de Pesquisas ELDORADO;Híbrido;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MDA1NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Faça parte da Fundação Unimed ;Híbrido;https://faculdadeunimed.gupy.io/job/eyJqb2JJZCI6MTA2NTQ4NDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados;Instituto de Pesquisas ELDORADO;Híbrido;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MDAyMDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
OPERADOR PROCESSAMENTO COMUNICACAO DADOS (CAMPO GRANDE-MS);TELEMONT;Presencial;https://telemont.gupy.io/job/eyJqb2JJZCI6MTA2NTkzMTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior (Hibrida em Curitiba);Extractta;Híbrido;https://extractta.gupy.io/job/eyJqb2JJZCI6MTA3NzI2MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados Sênior (Hibrida em BH);Extractta;Híbrido;https://extractta.gupy.io/job/eyJqb2JJZCI6MTA3NzI0NTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro de Dados Sênior (Hibrida em BH);Extractta;Híbrido;https://extractta.gupy.io/job/eyJqb2JJZCI6MTA3NzI0OTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Planejamento Estratégico- Dados - ANÁPOLIS-GO;Araguaia;Presencial;https://araguaia.gupy.io/job/eyJqb2JJZCI6MTA0MzM5MjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados Sênior (Hibrida em SP);Extractta;Híbrido;https://extractta.gupy.io/job/eyJqb2JJZCI6MTA3NzI1NTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ENG. DE DADOS SR - RHA0503;Spread Tecnologia;Remoto;https://spread.gupy.io/job/eyJqb2JJZCI6MTA3NzMwOTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Júnior | Product Owner (PO);Americanas S.A.;Híbrido;https://americanas.gupy.io/job/eyJqb2JJZCI6MTA3NzM5NDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA RECURSOS HUMANOS JR - FOCO EM ANÁLISE DE DADOS;#VemSerEcoviasImigrantes🍃;Híbrido;https://ecovias.gupy.io/job/eyJqb2JJZCI6MTA3NzM4MTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Administrador de Dados SR;Join | Creative Tech;Remoto;https://jointecnologia.gupy.io/job/eyJqb2JJZCI6MTA3NzIzOTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Engenheiro(a) de Banco de Dados / Desenvolvedor(a) SQL Pleno;Bernhoeft;Remoto;https://vemserbern.gupy.io/job/eyJqb2JJZCI6MTA3NzI1NDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados Sênior;Webmotors;Híbrido;https://webmotors.gupy.io/job/eyJqb2JJZCI6MTA2MTk2NzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Governança de Dados (Especialista);Minsait an Indra Company;Híbrido;https://minsait.gupy.io/job/eyJqb2JJZCI6MTA3NTkwNDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Programa de Formação Técnica Analista de Dados – Porsche Cup Brasil;Porsche Cup Brasil;Presencial;https://porschegt3cup.gupy.io/job/eyJqb2JJZCI6MTA3NzE0NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Pleno (IA & GIS) | Squad Utilities | Imagem Geosistemas;Imagem Geosistemas;Remoto;https://geosistemas.gupy.io/job/eyJqb2JJZCI6MTA3NDA0NzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Pessoa Analista de Dados Pleno;AlmapBBDO;Híbrido;https://almapbbdo.gupy.io/job/eyJqb2JJZCI6MTA3NjI2NDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Pessoa Analista de Dados Sênior;AlmapBBDO;Híbrido;https://almapbbdo.gupy.io/job/eyJqb2JJZCI6MTA3NjIyOTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS PL;Opotunidade_Confidencial;Presencial;https://oportunidade_confidencial.gupy.io/job/eyJqb2JJZCI6MTA3NTUxNzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS JUNIOR ;MRO;Presencial;https://mroativa.gupy.io/job/eyJqb2JJZCI6MTA3NjEwMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Analista de Dados Pleno;BANCO INDUSTRIAL DO BRASIL;Presencial;https://bib.gupy.io/job/eyJqb2JJZCI6MTA3NTQ2MDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados & Agentes IA;Instituto de Pesquisas ELDORADO;Híbrido;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MDAyOTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Desenvolvedora Fullstack Python e React III (Fundação da Plataforma de Dados e IA);Grupo Boticário;Remoto;https://grupoboticario.gupy.io/job/eyJqb2JJZCI6MTA3MjQzMTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Coordenador de Engenharia de Dados (Analytics Engineering);UOL EdTech;Híbrido;https://uoledtech.gupy.io/job/eyJqb2JJZCI6MTA2OTQwMDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sênior - ETL & SAP;Smarthis;Remoto;https://smarthis.gupy.io/job/eyJqb2JJZCI6MTA3NTEzNDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados Pleno;Grupo SEB;Presencial;https://gruposeb.gupy.io/job/eyJqb2JJZCI6MTA3NTkwMjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
PROFESSOR I A - BANCO DE DADOS - SANTO AMARO - ESTÁCIO AO VIVO;Estácio;Presencial;https://vempraestacio.gupy.io/job/eyJqb2JJZCI6MTA3Mjg0MzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estagiário(a) Análise de Dados (Águas Azuis);TKMS Estaleiro Brasil Sul;Presencial;https://tkmsebs.gupy.io/job/eyJqb2JJZCI6MTA3NTcwODMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Gerente de Inteligência Artificial e Dados;Aramis;Presencial;https://aramis.gupy.io/job/eyJqb2JJZCI6MTA1MTI5MjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ENGENHEIRO DE DADOS III;Alper Carreiras;Híbrido;https://alpercarreiras.gupy.io/job/eyJqb2JJZCI6MTA3MTA5MjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Analista de Dados Pleno ;WPP Media Services;Híbrido;https://wms.gupy.io/job/eyJqb2JJZCI6MTA3MjEzNjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Pessoa Analista de Dados Pleno;WPP Media Services;Híbrido;https://wms.gupy.io/job/eyJqb2JJZCI6MTA3MjEwMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Cientista de Dados Sênior (Foco: IA Generativa);Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.;Remoto;https://minervatech.gupy.io/job/eyJqb2JJZCI6MTA3NDc5OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados e Inteligência de Mercado;Oceânica ;Presencial;https://sejaoceanica.gupy.io/job/eyJqb2JJZCI6MTA2MjUwMTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Júnior | Data Integration;Americanas S.A.;Híbrido;https://americanas.gupy.io/job/eyJqb2JJZCI6MTA3NTE1NDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Engenheira de Dados Pleno - Mid-level Data Engineer;Hand Talk;Remoto;https://handtalk.gupy.io/job/eyJqb2JJZCI6MTA3NTEyNDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Pessoa Engenheira de Dados Senior - Senior Data Engineer;Hand Talk;Remoto;https://handtalk.gupy.io/job/eyJqb2JJZCI6MTA3NTExMzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados (Vaga exclusiva para PCD);Agronegócio;Presencial;https://grupofertipar.gupy.io/job/eyJqb2JJZCI6MTA3NTEwMzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Arquiteta de Dados Senior - Senior Data Architect ;Hand Talk;Remoto;https://handtalk.gupy.io/job/eyJqb2JJZCI6MTA3NTA4NDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Dados;Apex Partners;Presencial;https://apex.gupy.io/job/eyJqb2JJZCI6MTA3NTEwMDQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Agronegócio;Presencial;https://grupofertipar.gupy.io/job/eyJqb2JJZCI6MTA3NTA2MzksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Data Engineer Lead - Pessoa Tech Lead Engenharia de Dados;Hand Talk;Remoto;https://handtalk.gupy.io/job/eyJqb2JJZCI6MTA3NTA3MTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados - Corporativo - Swift ;Swift;Presencial;https://swift.gupy.io/job/eyJqb2JJZCI6MTA3NDk1OTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Engenharia de dados e BI;Icomm Group;Presencial;https://icommgroup.gupy.io/job/eyJqb2JJZCI6MTA3NDg0NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Desenvolvedora BackEnd Python Especialista I (Diretoria de Dados);Grupo Boticário;Remoto;https://grupoboticario.gupy.io/job/eyJqb2JJZCI6MTA3MDcyNzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
PESSOA DESENVOLVEDORA FULLSTACK REACT E PYTHON III (FERRAMENTAS DE DADOS E IA) ·;Grupo Boticário;Remoto;https://grupoboticario.gupy.io/job/eyJqb2JJZCI6MTA3MTIxMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro de Dados Sênior;RD Saúde;Remoto;https://rdsaude-corporativo.gupy.io/job/eyJqb2JJZCI6MTA3NDY0NjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista de Advanced Analytics com modelagem de dados;credsystem;Híbrido;https://credsystem.gupy.io/job/eyJqb2JJZCI6MTA3NDU4NjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pleno ;Ceres Investimentos;Presencial;https://ceresinvestimentos.gupy.io/job/eyJqb2JJZCI6MTA3MDczMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DADOS SÊNIOR;Bernoulli Educação;Híbrido;https://bernoullieducacao.gupy.io/job/eyJqb2JJZCI6MTA3Mzk5MTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ESPECIALISTA DE DADOS;Cogna Educação;Híbrido;https://cogna.gupy.io/job/eyJqb2JJZCI6MTA3MTkyMzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ESTAGIÁRIO(A) MARKETING - TECNOLOGIA, DADOS E INTELIGÊNCIA DE VENDAS - PORTO ALEGRE/RS ;TIMAC Agro Brasil;Presencial;https://timacagro.gupy.io/job/eyJqb2JJZCI6MTA3NDI3NzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS SENIOR;Dotz;Híbrido;https://dotz.gupy.io/job/eyJqb2JJZCI6MTA3MjA5MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Cientista de Dados Pleno (Foco em agentes de IA/LLM);Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.;Remoto;https://minervatech.gupy.io/job/eyJqb2JJZCI6MTA3MjYxMjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados - Vila Velha/ES | Maxpar;Grupo Autoglass Administrativo;Presencial;https://autoglassadministrativo.gupy.io/job/eyJqb2JJZCI6MTA3MjY4MzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Agile Coach Sr (Dados);C&A Brasil;Híbrido;https://cea.gupy.io/job/eyJqb2JJZCI6MTA3NDEyMzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Estágio de Dados em Energia;LUZ;Presencial;https://sualuz.gupy.io/job/eyJqb2JJZCI6MTA3NDAyODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Coordenador(a) Engenharia Dados II;Raízen ;Remoto;https://genteraizen.gupy.io/job/eyJqb2JJZCI6MTA2Nzk2NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Pl - Supply Chain (Extrema/MG);Grupo SBF ;Presencial;https://gruposbftalentos.gupy.io/job/eyJqb2JJZCI6MTA2OTExMDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Estagiário de Dados e Inteligência Comercial;Ceres Investimentos;Presencial;https://ceresinvestimentos.gupy.io/job/eyJqb2JJZCI6MTA1ODIyMjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Tecnologia da Informação - DADOS;Unilider Distribuidora ;Presencial;https://unilider.gupy.io/job/eyJqb2JJZCI6MTA3Mzc3NjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Sr;Vibra Energia;Híbrido;https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTA3Mzc2NzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Pessoa de Engenharia de Dados;Instituto de Pesquisas ELDORADO;Híbrido;https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTA3MDA1OTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro(a) de Dados Sr;Vibra Energia;Híbrido;https://vibraenergia.gupy.io/job/eyJqb2JJZCI6MTA3MzcyODEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Administrador de Banco de Dados III (15:00 às 23:45);Central Ailos;Híbrido;https://centralailos.gupy.io/job/eyJqb2JJZCI6MTA3MDg4NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro (a) de Dados;Avita;Híbrido;https://avitaseg.gupy.io/job/eyJqb2JJZCI6MTA3MzYyMDMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados;Recrutamento para área de tecnologia com Fit Cultural e Aderência Técnica.;Híbrido;https://werecruiter.gupy.io/job/eyJqb2JJZCI6MTA3MzYwNjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
ANALISTA DE DADOS JURIDICOS JR;JSL;Presencial;https://jsl.gupy.io/job/eyJqb2JJZCI6MTA3MTI2MzYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Banco da Dados Estágio;TRADERS ;Presencial;https://traders.gupy.io/job/eyJqb2JJZCI6MTA3MzM5MTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados em Logística JR (Afirmativa para PCD);Ipiranga;Híbrido;https://ipiranga.gupy.io/job/eyJqb2JJZCI6MTA3MDcxMDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Analista de Dados Pleno;Pmweb;Remoto;https://pmweb.gupy.io/job/eyJqb2JJZCI6MTA3MTI0NDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Analista de Dados Júnior;Suhai Seguradora;Híbrido;https://suhaiseguradora.gupy.io/job/eyJqb2JJZCI6MTA0NDIyNzMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados JR;Unimed Campinas;Híbrido;https://unimedcampinas.gupy.io/job/eyJqb2JJZCI6MTA3MzIyOTYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
Estágio em Dados ;Bora fazer acontecer com a gente?;Híbrido;https://otusengenharia.gupy.io/job/eyJqb2JJZCI6MTA3MzE2MTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Dados (Data Engineer / DataOps);Pmweb;Híbrido;https://pmweb.gupy.io/job/eyJqb2JJZCI6MTA3MTQ0MjksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Pessoa Analista de Dados Pleno (Freelancer);AlmapBBDO;Híbrido;https://almapbbdo.gupy.io/job/eyJqb2JJZCI6MTA1ODM0NzgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DADOS JR ( VAGA AFIRMATIVA PARA PESSOA COM DEFICIÊNCIA);Unidas;Híbrido;https://unidas.gupy.io/job/eyJqb2JJZCI6MTA3Mjc5OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Júnior
CIENTISTA DE DADOS SR;Stefanini Group;Híbrido;https://stefanini.gupy.io/job/eyJqb2JJZCI6MTA2OTY1NjQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ANALISTA DE DADOS PLENO;Brasilprev;Híbrido;https://brasilprev.gupy.io/job/eyJqb2JJZCI6MTA2OTExODUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
ANALISTA DE DADOS PL;CS Brasil;Presencial;https://csbrasil.gupy.io/job/eyJqb2JJZCI6MTA3MTI2MDksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Engenheiro de Dados - Uberlândia ;Uberlândia Refrescos;Presencial;https://uberlandiarefrescos.gupy.io/job/eyJqb2JJZCI6MTA2ODQxMjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Dados;CARBON;Presencial;https://carbon.gupy.io/job/eyJqb2JJZCI6MTA3MTUxOTcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Full Stack – Pipeline de Dados & Otimização (Algoritmos Genéticos);Leega Consultoria;Remoto;https://leega.gupy.io/job/eyJqb2JJZCI6MTA3MjQ1OTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Supervisor de TI - Dados e Inovação - Uberlândia ;Uberlândia Refrescos;Presencial;https://uberlandiarefrescos.gupy.io/job/eyJqb2JJZCI6MTA2ODQxMTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Estagiário(a) Graduação – Dados e Performance (Dados e Audiência);Grupo RBS;Híbrido;https://gruporbs.gupy.io/job/eyJqb2JJZCI6MTA3MjExODAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista em Análise de Dados ;ALLOS;Remoto;https://carreirasallos.gupy.io/job/eyJqb2JJZCI6MTA2NDY5NzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Engenheiro(a) de Dados Sênior (Especialista em Crawlers e Orquestração);Cortex;Remoto;https://cortex.gupy.io/job/eyJqb2JJZCI6MTA3MDgyMDYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ENGENHEIRO (A) DE DADOS ;Movida Aluguel de Carros;Híbrido;https://movida.gupy.io/job/eyJqb2JJZCI6MTA3MjQwNjMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Especialista de Análise de Dados;MICHELIN Connected Fleet ;Híbrido;https://michelinconnectedfleet.gupy.io/job/eyJqb2JJZCI6MTA3MjM2OTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Gerente de Análise e Ciência de Dados	;Farmácias Pague Menos;Presencial;https://paguemenosextrafarma.gupy.io/job/eyJqb2JJZCI6MTA3MjMzMjgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Gerente de Engenharia de Dados;Farmácias Pague Menos;Presencial;https://paguemenosextrafarma.gupy.io/job/eyJqb2JJZCI6MTA3MjMwNzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados Pl/Sr - Afirmativa PCDs;DB;Remoto;https://db.gupy.io/job/eyJqb2JJZCI6MTA2Mjk4MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Pleno
Advogada (o) | Proteção de Dados;Dannemann;Híbrido;https://dannemann.gupy.io/job/eyJqb2JJZCI6MTA3MjIxNDcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Analista de Dados Senior;Pitzi ;Remoto;https://pitzi.gupy.io/job/eyJqb2JJZCI6MTA3MjAwOTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista Ciência Dados Sr (Otimização e Prescriptive Analytics);Raízen ;Remoto;https://genteraizen.gupy.io/job/eyJqb2JJZCI6MTA2NTk3OTAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
Analista Ciência Dados Sr;Raízen ;Remoto;https://genteraizen.gupy.io/job/eyJqb2JJZCI6MTA2NTk3MzEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
ENGENHEIRO DE DADOS - HOME OFFICE  ;Paschoalotto;Remoto;https://paschoalotto.gupy.io/job/eyJqb2JJZCI6MTA3MTY4NDIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Assistente Administrativo - Dados;Capital Upgrade - CAUP;Presencial;https://capitalupgrade.gupy.io/job/eyJqb2JJZCI6MTA3MTU2MTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Não Informado
Cientista de Dados - Sênior;Genial Investimentos;Presencial;https://genial.gupy.io/job/eyJqb2JJZCI6MTA3MTM2OTksInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal;Sênior
